n,m,d,Z_reduction,X_and_Y_have_different_distribution,average_percentage_change,max_change,min_change
750,750,10,0.37,True,0.0,0.0,0.0
750,750,10,0.5,False,10.117622790189165,15.384615384615385,2.0648967551622435
750,750,10,0.5,True,0.0,0.0,0.0
750,750,10,0.6,False,5.0896507622171265,7.692307692307685,2.0648967551622435
750,750,10,0.6,True,0.0,0.0,0.0
750,750,10,0.75,False,2.746353941044205,3.84615384615385,1.4749262536873005
750,750,10,0.75,True,0.0,0.0,0.0
750,750,10,1.0,False,0.0,0.0,0.0
750,750,10,1.0,True,0.0,0.0,0.0
750,750,40,0.01,False,47.69635326221781,90.64748201438849,29.333333333333343
750,750,40,0.01,True,0.0,0.0,0.0
750,750,40,0.05,False,25.21202348466054,58.27338129496401,11.954022988505745
750,750,40,0.05,True,0.0,0.0,0.0
750,750,40,0.1,False,22.10047134706028,59.71223021582732,3.6781609195402334
750,750,40,0.1,True,0.0,0.0,0.0
750,750,40,0.25,False,29.57264533201025,94.24460431654676,7.356321839080454
750,750,40,0.25,True,0.0,0.0,0.0
750,750,40,0.37,False,24.95873645910857,97.12230215827337,0.6896551724137937
750,750,40,0.37,True,0.0,0.0,0.0
750,750,40,0.5,False,26.508972132638707,76.97841726618702,9.19540229885057
750,750,40,0.5,True,0.0,0.0,0.0
750,750,40,0.6,False,19.02265773588026,51.079136690647466,1.8390804597701167
750,750,40,0.6,True,0.0,0.0,0.0
750,750,40,0.75,False,7.971057636649303,19.424460431654673,0.2298850574712646
750,750,40,0.75,True,0.0,0.0,0.0
750,750,40,1.0,False,0.0,0.0,0.0
750,750,40,1.0,True,0.0,0.0,0.0
